,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Available From,Available Till,City,Total Fee,Number of Hrs. Available
134,Dr. Sayantan Makur,Orthopedist,5.0,"MBBS, DNB (General Medicine) pgt",200.0,200.0,Dr. Mahmudul Haq's Clinic,Birati,10:00:00,13:00:00,Kolkata,400.0,03:00
135,Dr. Arindam Mukherjee,Orthopedist,42.0,MBBS,150.0,0.0,Dr. Zafar Medicine Centre,Kolkata,10:30:00,13:00:00,Kolkata,150.0,02:30
136,Dr. Pratik Agarwal,Orthopedist,28.0,"M.D. ( General Medicine ), MBBS",0.0,250.0,New life,Brahmapur,19:00:00,21:00:00,Kolkata,250.0,02:00
137,Dr. Kanchan Bhattacharya,Orthopedist,7.0,"MBBS, DCH",200.0,300.0,Horizon Lifeline PVT LTD,Hazra,,,Kolkata,500.0,
138,Dr. Souvik Paul,Orthopedist,11.0,"Mbbs, MD - Diabetology, CCEBDM(DIABETOLOGY), D.Card(PGDCC), Post Graduate Diploma in Endocrinology",500.0,400.0,Sengupta Speciality Clinic,Barisha,19:00:00,20:30:00,Kolkata,900.0,01:30
139,Dr. S. R. Kamath,Orthopedist,33.0,"MBBS, Postgraduate Diploma Clinical Cardiology (PGDCC)",600.0,300.0,Dr Bhaskar Banik Clinic,Salt Lake,18:00:00,19:00:00,Kolkata,900.0,01:00
140,Dr. Saem Ishtiaque,Orthopedist,43.0,"West Bengal Medical Council, Calcutta Medical College",500.0,300.0,Partha Sarathi Sengupta,Kalighat,16:00:00,19:30:00,Kolkata,800.0,03:30
141,Dr. Sourav Ghosh,Orthopedist,22.0,"MD - General Medicine, MBBS",400.0,150.0,Prasad Clinic/ Dr.Banerjee's Clinic,Paikpara,18:00:00,19:00:00,Kolkata,550.0,01:00
142,Dr. Humayun Ali Shah,Orthopedist,20.0,"MBBS, DTCD, MD",300.0,100.0,Sahid Khudiram Bose Hospital,BT Road,07:00:00,07:30:00,Kolkata,400.0,00:30
143,Dr. Arya Roy,Orthopedist,12.0,"MBBS, MD, CCEBDM(DIABETOLOGY), Cerificate in Critical Care Medicine, Certificate in Pain M...read more",300.0,300.0,Dr Shibsankar Pal Clinic,Belgharia,11:00:00,13:00:00,Kolkata,600.0,02:00
144,Dr. Arunava Lala,Orthopedist,27.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD",300.0,400.0,Spandan Health Care,Kolkata,12:15:00,16:30:00,Kolkata,700.0,04:15
145,Dr. Suhas Ranjan Bala,Orthopedist,30.0,"MBBS, MBA (Healthcare)",600.0,200.0,Pascific Oncology Multispecialty Polyclinic,Kolkata,10:00:00,17:00:00,Kolkata,800.0,07:00
146,Dr. Sanjay Bhattacharyya,Orthopedist,3.0,MBBS,200.0,300.0,2A Royd Street,Sealdah North,10:00:00,14:00:00,Kolkata,500.0,04:00
147,Dr. Amitava Narayan Mukherjee,Orthopedist,0.0,Not Mentioned,0.0,200.0,Dr Mahesh Maskara's Chamber,Kolkata,11:30:00,13:00:00,Kolkata,200.0,01:30
148,Dr. Soumya Paik,Orthopedist,55.0,MBBS,400.0,0.0,Dr. D.K.Sadhu,Golpark,11:00:00,12:30:00,Kolkata,400.0,01:30
149,Amrish Kumar Jha,Orthopedist,0.0,Not Mentioned,330.0,50.0,J N Ray Hospital,Kolkata,15:00:00,17:00:00,Kolkata,380.0,02:00
150,Nawaz Sharif,Orthopedist,36.0,"MBBS, MD - Medicine",550.0,0.0,Fortis Hospital,Kankurgachi,10:00:00,14:30:00,Kolkata,550.0,04:30
151,Dr. Kaushik Chanda,Orthopedist,5.0,MBBS,250.0,150.0,Prativa Moyee Shaw Apartment,Shyambazar,09:00:00,20:00:00,Kolkata,400.0,11:00
152,Dr. Ronen Roy,Orthopedist,8.0,MBBS,500.0,95.0,Bellevue Clinic,Minto Park,19:55:00,19:55:00,Kolkata,595.0,00:00
153,Dr. Suresh Kumar Kejriwal,Orthopedist,8.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - General Medicine",400.0,200.0,Personal Home,Garia,07:00:00,19:00:00,Kolkata,600.0,12:00
154,Dr. Sanjib Sengupta,Orthopedist,47.0,"MBBS, DGO",200.0,400.0,Health Clinic,Naktala,11:00:00,13:00:00,Kolkata,600.0,02:00
155,Dr. Archana Agarwal,Homeopathy,15.0,"MBBS, MS",500.0,0.0,Dr. Deep Chakraborty's Clinic,New Town Action Area 1,10:00:00,19:00:00,Kolkata,500.0,09:00
156,Dr. Subhajit Banerjee,Homeopathy,22.0,"MCh Ortho, ATLS (AIIMS), Diploma In Orthopaedics (D. Ortho), MBBS, MS - Orthopaedics, Fell...read more",700.0,0.0,Healing Touch Clinic,Bangur Avenue,12:00:00,14:00:00,Kolkata,700.0,02:00
157,Dr. Snigdhodip Saha,Homeopathy,23.0,"MBBS, D.ORTHO, MS, Fellowship in Minimally Invasive Surgery, Fellowship in Orthopaedic Tra...read more",950.0,600.0,Apollo Clinic,Kolkata,15:00:00,17:00:00,Kolkata,1550.0,02:00
158,Dr. Amal Krishna Mandal,Homeopathy,15.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics",400.0,500.0,Lakhotia Medical Centre,Howrah,10:00:00,12:00:00,Kolkata,900.0,02:00
159,Dr. A Amin Homeopath,Homeopathy,24.0,MS - Orthopaedics,0.0,500.0,Fortis Hospital,Anandpur,14:00:00,17:00:00,Kolkata,500.0,03:00
160,Dr. Anutosh Chakraborty,Homeopathy,29.0,"MBBS, MS - Orthopaedics",800.0,400.0,AMRI Hospitals,Salt Lake,18:00:00,20:00:00,Kolkata,1200.0,02:00
161,Dr. Sudeshna Saha,Homeopathy,15.0,"Fellowship in Minimal Access Surgery, F. ASSI (Spine Surgery), MS - Orthopaedics, MBBS",800.0,0.0,Dr. Dutta's Neck & Spine Clinic,Ballygunge,16:00:00,19:00:00,Kolkata,800.0,03:00
162,Dr. Esha Chandak,Homeopathy,28.0,"MS Orth , MBBS , Diploma in Orthopedics, FCPS - Orthopedic, Senior Resident Spine unit & T...read more",800.0,0.0,Peerless Hospital City Diagnostic Centre,Kolkata,10:00:00,12:00:00,Kolkata,800.0,02:00
163,Dr. Shilaj Dutta,Homeopathy,12.0,"DNB, Fellowship in Joint Replacement",300.0,200.0,DR ANINDYA DUTT CLINIC,Kolkata,18:00:00,20:00:00,Kolkata,500.0,02:00
164,Dr. Chandra Bhusan Mishra,Homeopathy,15.0,"MBBS, MS - Orthopaedics",400.0,400.0,Bone & Fracture Care,Kolkata,09:00:00,18:00:00,Kolkata,800.0,09:00
165,Dr. Irshad Ali Barkaati,Homeopathy,33.0,"M.S (ortho), Diploma in Sports Medicine",600.0,300.0,Orthopaedic Clinic,Santoshpur Avenue,19:00:00,21:00:00,Kolkata,900.0,02:00
166,Dr. Subir Saha,Homeopathy,13.0,"MBBS, MS - Orthopaedics",500.0,0.0,AMRI Hospitals - Salt Lake,Bidhan Nagar,10:00:00,12:00:00,Kolkata,500.0,02:00
167,Dr. Suman Agarwal,Homeopathy,12.0,"MS - Orthopaedics, Fellow in Spine Surgery, Fellow Spine Surgery (USA)( observer), MIS spine fellow",800.0,0.0,advance spine care  and wellness centre,Kolkata,17:00:00,19:30:00,Kolkata,800.0,02:30
168,Dr. Faruque Ahmed,Homeopathy,13.0,"MBBS, MS - Orthopaedics",500.0,500.0,Lokenath Polyclinic,Tollygunge,17:00:00,18:00:00,Kolkata,1000.0,01:00
169,Dr. Rakesh Kumar Rai,Homeopathy,17.0,"MBBS, MS-Orthopaedics, MCh-Orth (UK)",600.0,600.0,Dr.Samrat Sen,Salt Lake,10:00:00,20:00:00,Kolkata,1200.0,10:00
170,Dr. Subrata Chatterjee,Homeopathy,23.0,"MS - Orthopaedics, MBBS",800.0,0.0,Rabindranath Tagore International Institute of Cardiac Sciences,Mukundapur,10:00:00,16:00:00,Kolkata,800.0,06:00
171,Dr. Chinmoy Mahato,Homeopathy,14.0,MPT,200.0,250.0,AVA MEDICAL,Santoshpur,,,Kolkata,450.0,
172,Dr. Dipayan Das,Homeopathy,21.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, Diploma In Orthopaedics (D. Ortho), MS ...read more",0.0,800.0,Fortis Hospital - Anandapur,Kolkata,17:00:00,19:00:00,Kolkata,800.0,02:00
173,Dr. Prof. Sabyasachi Biswas Hmo,Homeopathy,14.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics, Senior Resident Orth...read more",450.0,150.0,Apollo Clinic,Kolkata,08:00:00,20:00:00,Kolkata,600.0,12:00
174,Dr. Arghya Majumder,Homeopathy,7.0,"MBBS, MS",500.0,200.0,Forum Doctors Chamber,Paikpara,07:00:00,23:00:00,Kolkata,700.0,16:00
175,Ishita Banik,Homeopathy,16.0,"MS - Orthopaedics, Fellowship in arthroscopy & sports medicine, FELLOWSHIP OF JOINT REPLAC...read more",500.0,400.0,Parijat Doctor Chamber,Madhyamgram,15:00:00,17:30:00,Kolkata,900.0,02:30
176,Dr. R.K. Singh,Homeopathy,32.0,"Diploma in Orthopaedics, MD",500.0,0.0,Pain & Palliative Clinic,Kolkata,09:00:00,21:00:00,Kolkata,500.0,12:00
177,Dr. Samit Ghosh,Homeopathy,12.0,"MS - Orthopaedics, MBBS Bachelor of Medicine and Bachelor of Surgery, Fellowship in Arthroscopy",800.0,600.0,RB Diagnostic,Salt Lake,12:00:00,13:00:00,Kolkata,1400.0,01:00
178,Dr. Sanjib Kumar Gupta,Homeopathy,44.0,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics",700.0,0.0,Sethi Diagnostic,Behala,09:00:00,12:00:00,Kolkata,700.0,03:00
179,Dr. Prof. Asok Kumar Das,Homeopathy,10.0,MS - Orthopaedics,500.0,0.0,AMRI Hospital Mukundapur,Mukundapur,09:00:00,17:00:00,Kolkata,500.0,08:00
180,Dr. Subhrasankha Das,Homeopathy,10.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, DNB Orthopaedics , MS - Orthopaedics, M...read more",0.0,500.0,AMRI MUKUNDAPUR,Kolkata,,,Kolkata,500.0,
181,Dr. Asish Sasmal,Homeopathy,0.0,Not Mentioned,500.0,0.0,Sri Aravindo Sevakendra,Jodhpur Park,14:00:00,18:00:00,Kolkata,500.0,04:00
182,Dr. Pradip Kumar Ghosh,Homeopathy,0.0,Not Mentioned,400.0,400.0,Ortho First Clinic,Karaya Road,19:00:00,21:30:00,Kolkata,800.0,02:30
183,Dr. Parna Roy,Homeopathy,10.0,"Diploma In Orthopaedics (D. Ortho), , MD - Pharmacology",200.0,50.0,Garden Reach Superspciality Hospital,Garden Reach,13:00:00,20:00:00,Kolkata,250.0,07:00
184,Dr. Samiul Ansary,Homeopathy,5.0,"MS - Orthopaedics, DNB (Orthopedics), Assistant Professor",500.0,300.0,Ramkrishna Medicare,Sodepur,10:00:00,11:00:00,Kolkata,800.0,01:00
185,Dr. Pallab Haldar,Homeopathy,35.0,"MBBS, MS - General Surgery, M.Ch - Orthopaedics",800.0,0.0,Apex Orthopedic Centre,Baguihati,12:30:00,17:00:00,Kolkata,800.0,04:30
186,Dr. Preeti Jaiswal,Homeopathy,7.0,"Member of National Academy of Medical Sciences (MNAMS) , Fellowship in Spine Surgery (SSWB)",600.0,0.0,Apollo Clinic,Lansdown Road,16:00:00,17:00:00,Kolkata,600.0,01:00
187,Dr. Rupak Bhattacharjee,Homeopathy,25.0,"MBBS, MS - Orthopaedics, DNB (Orthopedics)",700.0,500.0,MM Medical Centre,Rash Behari Avenue,18:00:00,20:00:00,Kolkata,1200.0,02:00
188,Dr. Ratna Pal,Homeopathy,17.0,"MD - Physician, DNB - Orthopedic",700.0,250.0,Apollo Clinic - Physiotherapy,New Town,07:00:00,20:00:00,Kolkata,950.0,13:00
189,Dr. Atanu Kumar Maitra,Homeopathy,25.0,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",990.0,0.0,Fortis Hospital,Anandpur,10:00:00,12:00:00,Kolkata,990.0,02:00
190,P. Banerji's Advanced Homeopathic Centre (Paramesh Banerji Group),Homeopathy,19.0,"MBBS, MS - Orthopaedics",800.0,0.0,AMRI Hospitals,Kolkata,11:00:00,12:00:00,Kolkata,800.0,01:00
191,Dr. Prasun Biswas,Homeopathy,36.0,MS - Orthopaedics,0.0,500.0,Bhagirathi Neotia Women And Child Care Centre,Kolkata Airport,,,Kolkata,500.0,
192,Dr. Srijeet Adhikary,Homeopathy,35.0,"MBBS, MCh Ortho",700.0,0.0,Mandeville Clinic,Mandeville Gardens,18:00:00,20:00:00,Kolkata,700.0,02:00
193,Dr. Indrani Munsi,Homeopathy,38.0,"MBBS, MS - Orthopaedics, MSc - Ortho, Diploma in Orthopaedics",500.0,0.0,Orthopaedic & Joint Replacement Welfare Clinic,Rajarhat Road,10:00:00,17:00:00,Kolkata,500.0,07:00
194,Dr. Dipanjana Baidya,Homeopathy,24.0,MBBS,900.0,0.0,Kids Orthopedic,Kolkata,14:00:00,16:00:00,Kolkata,900.0,02:00
195,Dr. Argha Chatterjee,Homeopathy,14.0,"MS (Ortho), MCh (Ortho), Fellowship in Arthroscopy & Arthroplasty Shoulder & Knee, Fellows...read more",600.0,600.0,Niramaya Jha's Superspeciality Centre,Kolkata,07:00:00,22:00:00,Kolkata,1200.0,15:00
196,Dr. Somnath Paul,Homeopathy,0.0,Not Mentioned,400.0,300.0,Royal Clinic,Kolkata,19:00:00,20:00:00,Kolkata,700.0,01:00
197,Dr. Chandraprovo Dutta,Homeopathy,0.0,Not Mentioned,700.0,400.0,Procare-Wellness & Lifestyle Centre,Kolkata,12:00:00,14:00:00,Kolkata,1100.0,02:00
198,Dr. Subtata Dutta,Homeopathy,22.0,"MBBS, MS - Orthopaedics",500.0,0.0,Dr. Suresh's Orthopedic Centre,Mall Road,10:00:00,13:00:00,Kolkata,500.0,03:00
199,Dr. Sourabh Sunil Sanghavi,Dentist,11.0,BDS,200.0,200.0,Dr. Sanghavi's Smile32 Dental Clinic- Pune,Sadashiv peth,09:00:00,11:30:00,Pune,400.0,02:30
200,Dr. Pratiksha Agrawal,Dentist,17.0,BDS,200.0,300.0,Impressions Dental Care,Tingre Nagar,11:00:00,13:00:00,Pune,500.0,02:00
201,Dr. Kushal Bhandari,Dentist,14.0,"Certified Implantologist, Advanced Aesthetics",300.0,150.0,Pearl Dental Care,Satara Road,09:30:00,13:30:00,Pune,450.0,04:00
202,Dr. Swapnil Patil,Dentist,17.0,BDS,300.0,100.0,Cosmetic Dental Implant Center,Wakad,10:00:00,21:00:00,Pune,400.0,11:00
203,Dr. Darshan Parikh,Dentist,20.0,"BDS, Basic Life Support (B.L.S)",0.0,300.0,Vimal Dental Clinic,Camp,09:00:00,13:00:00,Pune,300.0,04:00
204,Dr. Priyam Aditya,Dentist,18.0,"MDS Prosthodontics, BDS",200.0,400.0,Aditya's Dental Privilege,Baner,17:00:00,21:00:00,Pune,600.0,04:00
205,Dr. Junaid Shah,Dentist,20.0,BDS,500.0,100.0,LIMRA Dental Clinic,Pune,10:00:00,22:00:00,Pune,600.0,12:00
206,Dr. Chinmay Gokhale,Dentist,17.0,"BDS, MDS - Oral & Maxillofacial Surgery",300.0,300.0,Gokhale Dental Clinic,Sinhagad,09:00:00,13:00:00,Pune,600.0,04:00
207,Dr. Ratnika Agarwal,Dentist,13.0,"BDS, Certificate in Cosmetic Dentistry, Certified in Orthodontics, Certification in Prosth...read more",300.0,50.0,Dr Ratnika's - Smile Up Dental Clinic & Implant Center,Kharadi,09:00:00,21:30:00,Pune,350.0,12:30
208,Dr. Sameer Bhandari,Dentist,28.0,BDS,200.0,0.0,Bhandari Dental Clinic,Pune,10:00:00,18:00:00,Pune,200.0,08:00
209,"Dr. Rahul Kathariya M.D.S, Ph.D.",Dentist,18.0,"BDS, MDS - Periodontics, Ph.D.",300.0,300.0,Dental Galaxy,Bajirao road,11:30:00,16:00:00,Pune,600.0,04:30
210,Dr. Rahul Lodaya,Dentist,19.0,MDS,300.0,0.0,Smile Bay Dental Care,Rahatani,07:00:00,07:00:00,Pune,300.0,00:00
211,Dr. Amit Meshram,Dentist,18.0,"BDS, MPH",200.0,0.0,Dr.Amit's Dental Clinic,Pimpri,10:00:00,19:00:00,Pune,200.0,09:00
212,Dr. Mandar Joglekar,Dentist,26.0,BDS,200.0,150.0,Joglekars' Dental Solutions,Pune,18:00:00,18:30:00,Pune,350.0,00:30
213,Dr. Ashish Ingale,Dentist,13.0,BDS,300.0,0.0,32pearls dental spa and implant center,Pashan,12:00:00,20:00:00,Pune,300.0,08:00
214,Dr. Sangeetha Choudhary,Dentist,15.0,"BDS, D.pharm",100.0,50.0,Wellness dental and cosmetic clinic,Pune,07:00:00,23:00:00,Pune,150.0,16:00
215,Dr. Puja Bansal,Dentist,25.0,"BDS, CDE Endo-Prostho, CDE - Cast Partial & Complete Dentures",300.0,999.0,Prudent International Health Clinic,Kalyani Nagar,10:00:00,12:30:00,Pune,1299.0,02:30
216,Dr. Gitesh Kothari,Dentist,26.0,BDS,200.0,0.0,Anand Dental Care,Viman Nagar,13:00:00,15:30:00,Pune,200.0,02:30
217,Dr. Pooja Dubey,Dentist,17.0,"BDS, PGDEMS",300.0,0.0,Omkar Dental Clinic,Wakad,10:00:00,13:00:00,Pune,300.0,03:00
218,Dr. Milind Darda Mds,Dentist,25.0,"BDS (Implantologist), MDS - Orthodontics",100.0,100.0,32 Smiles,J M Road,09:00:00,20:30:00,Pune,200.0,11:30
219,Dr. Bhushan Phalak,Dentist,17.0,BDS,200.0,0.0,Dr Phalak's D'Sign Dental Clinic,Bavdhan,18:00:00,20:30:00,Pune,200.0,02:30
220,Dr. Chetan Oswal,Dentist,17.0,BDS,100.0,100.0,Sanghvi Dental Care,Talegaon,09:30:00,13:30:00,Pune,200.0,04:00
221,Dr. Jyuthica Laghate,Dentist,21.0,"BDS, M.S.in International Health, Dip.in Homoeopathy, Dip.in Holistic Pain Management",250.0,350.0,Orawell Dental Care,Pune,17:30:00,19:30:00,Pune,600.0,02:00
222,Dr. Ritesh Kumar Singh,Dentist,15.0,BDS,300.0,100.0,COMPLETE DENTAL CARE AND IMPLANT CENTRE,Pimple Saudagar,11:00:00,14:00:00,Pune,400.0,03:00
223,Dr. Aashish Mathesul Orthodontist,Dentist,22.0,MDS - Orthodontics,100.0,300.0,Invisalign Invisible Braces Orthodontic Dental Implant Clinic,Kalyani Nagar,17:30:00,20:30:00,Pune,400.0,03:00
224,Dr. Meenakshi Shinde,Dentist,14.0,"DEMS, BDS",200.0,300.0,Meenakshi's Dental Clinic,Mundhwa Road,17:00:00,20:30:00,Pune,500.0,03:30
225,Dr. Avinash Bamane,Dentist,16.0,BDS,500.0,500.0,AR 32 Signature Smiles - Branch 3 - Kharadi,Kharadi,09:00:00,21:00:00,Pune,1000.0,12:00
226,Dr. Bhawana Singh,Dentist,14.0,MDS - Oral & Maxillofacial Surgery,300.0,200.0,Global Dental Care,Nagar Road,10:00:00,13:00:00,Pune,500.0,03:00
227,Dr. Sneha Divekar,Dentist,17.0,"International Certification in Aesthetic Dentistry, BDS",100.0,150.0,Dental Fitness - Complete Care Dental Clinic,Karve Nagar,17:00:00,20:00:00,Pune,250.0,03:00
228,Dr. Shweta Bobhate,Dentist,0.0,Not Mentioned,0.0,0.0,Dr. Gentle Dental Clinic,Bhukum,09:30:00,14:00:00,Pune,0.0,04:30
229,Dr. Amit Gokhale,Dentist,28.0,BDS,500.0,0.0,Dr Amit Gokhale's Dental Clinic,Karve Road,14:00:00,21:00:00,Pune,500.0,07:00
230,Dr. Kunal Janrao,Dentist,13.0,"BDS, MDS - Periodontics",100.0,300.0,TOOTH + GUMS Multispeciality Dental Clinic and Implant Centre,Aundh,09:00:00,21:00:00,Pune,400.0,12:00
231,Dr. Ashish Gupta,Dentist,0.0,Not Mentioned,200.0,300.0,Acme Dental Lounge,DP Road,10:30:00,20:30:00,Pune,500.0,10:00
232,Dr. Abhinav Talekar,Dentist,15.0,MDS,300.0,0.0,Talekar Children's Dental Care,Camp,10:00:00,14:00:00,Pune,300.0,04:00
233,Dr. Niraj Shelke,Dentist,16.0,"Post Graduate Diploma in Healthcare Management (P.G.D.H.M), BDS",200.0,0.0,A Dentist,Wakad,09:30:00,20:30:00,Pune,200.0,11:00
234,Dr. Prakhya  Gaur,Dentist,14.0,"BDS, Certified Implantologist, ABCD End",150.0,100.0,Dr.Prakhya,Pune,18:00:00,21:00:00,Pune,250.0,03:00
235,Dr. Ashvini Phadnis,Dentist,17.0,"BDS, MDS - Paedodontics And Preventive Dentistry",300.0,100.0,AV Children Dental Clinic,DP Road,11:00:00,13:00:00,Pune,400.0,02:00
236,Dr. Saurabh Birla,Dentist,18.0,"BDS, MDS - Orthodontics",200.0,0.0,Birla Dental Clinic & Orthodontic Centre,Hadapsar,16:00:00,20:30:00,Pune,200.0,04:30
237,Dr. Vidya Pandit,Dentist,25.0,"Post Graduate Diploma in Holistic Healthcare, BDS",500.0,300.0,Dr Pandit's Clinic for Dental Excellence and Implant Centre,Baner,17:00:00,21:00:00,Pune,800.0,04:00
238,Dr. Tejashree Chandakkar,Dentist,19.0,BDS,200.0,200.0,SMILE MULTISPECIALITY DENTAL CLINIC AND IMPLANT CENTRE,Yerwada,16:30:00,19:30:00,Pune,400.0,03:00
239,Dr. Soniya Tinna,Dentist,20.0,BDS,300.0,0.0,Kartik Dental Clinic,Pimple Saudagar,10:00:00,14:00:00,Pune,300.0,04:00
240,Dr. Jyotirmayee Dalai,Dentist,10.0,"MDS - Pediatric Dentistry, BDS, Fellow in Orthodontic World Institute",500.0,100.0,Dr. Dalai's Pediatric Dental Center,Pimpri Chinchwad,17:00:00,21:00:00,Pune,600.0,04:00
241,Dr. Sm Shaikh,Dentist,14.0,"MDS - Oral & Maxillofacial Surgery, BDS (Implantologist)",200.0,200.0,NovaCure Dental Clinic,Hinjewadi,10:00:00,22:00:00,Pune,400.0,12:00
242,Dr. Deepak Dhapekar,Dentist,22.0,BDS,200.0,200.0,Dhapekar's Dental Care & Implant Center,Pune,17:00:00,20:30:00,Pune,400.0,03:30
243,Dr. Shailesh Dongre,Dentist,12.0,M.D.S.,200.0,0.0,Caredent Multispeciality Dental Clinic,Thergaon,11:30:00,20:00:00,Pune,200.0,08:30
244,Dr. Pradeep Kumari,Dermatologist,22.0,"MBBS, MD - Dermatology, F.C.P.S.(Dermatology, Venereology & Leprosy), Diploma in Venerolog...read more",700.0,700.0,Skin & Surgery International & Asia Institute of Hair Transplant,Viman Nagar,10:30:00,19:30:00,Pune,1400.0,09:00
245,Dr. Vijay Nagdev,Dermatologist,16.0,"MD - General Medicine, Diploma in Dermatology, Diploma in Medical Cosmetology",700.0,400.0,The Skin Doctors,Masulkar colony,10:00:00,18:00:00,Pune,1100.0,08:00
246,Dr. K.R Chandvania,Dermatologist,42.0,MD - Dermatology,900.0,900.0,Skin Square by Pallavi Laser Centre (Pimpri),Pimpri,18:00:00,20:00:00,Pune,1800.0,02:00
247,Dr. Hetal Jobanputra,Dermatologist,24.0,"F.C.P.S (Dermatology), MBBS Bachelor of Medicine and Bachelor of Surgery, DDV",600.0,500.0,Radiant Skin & Hair Clinic,Baner,18:30:00,20:30:00,Pune,1100.0,02:00
248,Dr. Sanjana Nair,Dermatologist,17.0,"MBBS, Diploma In Dermatology And Venerology And Leprosy (DDVL), Fellowship in medical cosmetology",300.0,350.0,Ashwathy Skin  And Laser Clinic,Khadki,10:30:00,12:30:00,Pune,650.0,02:00
249,Dr. Mahendra Nagargoje,Dermatologist,22.0,"MBBS, MD - Dermatology",500.0,0.0,Dr. Nirmal Pethe Clinic,Pimpri,13:00:00,14:00:00,Pune,500.0,01:00
250,Dr. Arshi Rahul,Dermatologist,13.0,"Diploma In Skin Aesthetics, BHMS, Certificate Course in Skin & Vinereal Disease",500.0,350.0,The Daily Aesthetics,Kalyani Nagar,10:00:00,18:00:00,Pune,850.0,08:00
251,Dr. Rohan Anand,Dermatologist,13.0,"MBBS, Diploma In Dermatology And Venerology And Leprosy (DDVL)",500.0,300.0,Skin World Clinic,Koregaon Park,11:00:00,20:00:00,Pune,800.0,09:00
252,Dr. Shruti Jadhav-devershi,Dermatologist,14.0,"MBBS, Diploma In Dermatology And Venerology And Leprosy (DDVL)",600.0,999.0,Solskin Professional Dermacare,Kharadi,18:00:00,20:00:00,Pune,1599.0,02:00
253,Dr. Nandini Teli,Dermatologist,15.0,"MBBS, MD - Dermatology, Fellowship In Anti Aging & Aesthetic Medicine (Germany)",700.0,300.0,Alpha Superspeciality Hospital,Wakad,12:00:00,13:00:00,Pune,1000.0,01:00
254,Dr. A Elangovan ..,Dermatologist,32.0,"MBBS, Diploma in Dermatology",150.0,0.0,Skin Care Clinic,Sadashiv peth,10:00:00,13:30:00,Pune,150.0,03:30
255,Dr. Rahul R Patil,Dermatologist,24.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, Diploma In Dermatology And Venerology A...read more",500.0,600.0,SKINESSE Advanced Skin & Hair Clinic,Kharadi,17:00:00,20:00:00,Pune,1100.0,03:00
256,Dr. Amey Kelkar,Dermatologist,19.0,"MD - Dermatology , Venereology & Leprosy, MBBS Bachelor of Medicine and Bachelor of Surgery",600.0,0.0,Derma Solutions - Skin Cosmetology & Laser Centre,Paud Road,17:00:00,20:00:00,Pune,600.0,03:00
257,Dr. Tannu Vidyanand,Dermatologist,44.0,M D dermat,500.0,750.0,Dr Tannu Skin Clinic,Ganesh Road,17:00:00,21:00:00,Pune,1250.0,04:00
258,Dr. Rashmi Gujalwar,Dermatologist,18.0,"MBBS, Diploma In Dermatology And Venerology And Leprosy (DDVL)",600.0,500.0,Skin Cliinic 360,Pimple Saudagar,17:45:00,20:45:00,Pune,1100.0,03:00
259,Dr. Narendra  Patwardhan,Dermatologist,47.0,"MBBS, DDV, MD - Skin, VD & Leprosy",800.0,0.0,Shreeyash Hospital,Deccan Gymkhana,17:00:00,19:30:00,Pune,800.0,02:30
260,Dr. Rohini P Gaikwad,Dermatologist,31.0,"MBBS, MD - Dermatology , Venereology & Leprosy",400.0,300.0,Aashay the Skin,Hair & Laser Clinic,10:00:00,13:00:00,Pune,700.0,03:00
261,Skinovate Laser & Cosmetic Surgery,Dermatologist,17.0,Diploma in Trichology - Cosmetology,600.0,300.0,Skinovate Laser & Cosmetic Surgery,Pimple Saudagar,10:00:00,20:00:00,Pune,900.0,10:00
262,Dr. Pradyumna Vaidya,Dermatologist,22.0,"DNB (Dermatology), DBD",500.0,0.0,Skin & Laser Clinic,Sadashiv peth,10:30:00,13:00:00,Pune,500.0,02:30
263,Dr. Tushar Kshirsagar,Dermatologist,19.0,"MBBS, DNB (Dermatology)",700.0,0.0,Nuleaf Skin & Hair Clinic,Satara Road,17:30:00,19:30:00,Pune,700.0,02:00
264,Dr. Ravi Kothari,Dermatologist,18.0,"MD - Dermatology, MBBS",400.0,0.0,Sparsh Clinic,Aundh,10:00:00,21:00:00,Pune,400.0,11:00
265,Dr. Ashwini Ingle Salunke,Dermatologist,13.0,"Diploma in Dermatology, Venerology and Leprosy, MBBS",400.0,500.0,Derma Touch Skin Laser Hair Clinic,Kharadi,17:30:00,20:30:00,Pune,900.0,03:00
266,Dr. Someshwar Take,Dermatologist,21.0,"MBBS, DDV",500.0,300.0,Dr.Take Skin,Dental & Cosmetology clinic,09:30:00,13:30:00,Pune,800.0,04:00
267,Dr. L K Desai,Dermatologist,29.0,"MD - Dermatology, MBBS-Venereology and Leprosy",700.0,100.0,Dr Desai Derma Care,Rasta peth,12:00:00,15:00:00,Pune,800.0,03:00
