,Unnamed: 0,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City,Unnamed: 0.1
134,134,Dr. Debashis Chatterjee,General+Physician,13,"Masters in Nutritional Therapy, N.E.T, IDA Council",,₹ 300,Millennium Health Care,Salt Lake,,,,Kolkata,
135,135,Dr. Ritwik Roy,General+Physician,12,"MSC - Dietitics & community nutrition, PG Diploma in Diecs",₹ 300,₹ 600,pallavi majumder,Netaji Nagar,,4:30 PM,8:00 PM,Kolkata,
136,136,Dr. Shibsankar Pal,General+Physician,12,"MSCDFSM, BSc-Food and Applied Nutrition",₹ 500,₹ 500,DO OR DIET,Madhyamgram,,9:00 AM,9:00 PM,Kolkata,
137,137,Dr. Saptarshi Banerjee,General+Physician,9,"Post Graduate in Food & Nutrition, Certified Diabetes Educator, Graduate in Food & Nutrition",₹ 500,₹ 500,Residential Chamber,Bow Bazar,,4:00 PM,5:00 PM,Kolkata,
138,138,Dr. Asok Kumar Nandi,General+Physician,12,M.sc in dietetics and community nutrittion management,₹ 500,₹ 300,Dr.B.C.Roy Hospital,Kolkata,,,,Kolkata,
139,139,Somnath Kundu,General+Physician,10,"Degree In physical medicineTirumala Tirupathi poly clinic & chronic pain neuro rehab clinic , Mukundapur , kolkataSee all timing",,,,,,,,Kolkata,
140,140,Dr. Mousumi Hossain,General+Physician,9,"M.Sc in Dietetics and Applied Nutrition, B.Sc in Food Science and Nutrition Management",₹ 800,,Nutridiction,Sudder Street,,10:00 AM,6:00 PM,Kolkata,
141,141,Dr. Mahesh Kumar Maskara,General+Physician,,,₹ 700,₹ 399,Friends Diagonistic Centre,Patuli,,9:00 AM,2:00 PM,Kolkata,
142,142,Dr. Sourav Soumya,General+Physician,,,,₹ 100,HEALTHY EATING HABITS - NUTRITION EDUCATOR (JYOTI PACHISIA),Kolkata,,4:00 PM,6:00 PM,Kolkata,
143,143,Dr. Sadhu D K,General+Physician,7,"Msc, Certified Diabetes Educator, Diploma in Sports Nutrition, Certificate in nutrition, B...read more",₹ 500,₹ 300,Mars polyclinic,Garia,,5:00 PM,8:00 PM,Kolkata,
144,144,Dr. Sanjeev Kumar,General+Physician,2,Masters in Applied Nutrition,₹ 700,₹ 550,Food Doc,Kolkata,,3:30 PM,5:30 PM,Kolkata,
145,145,Dr. Narayan Banerjee,General+Physician,5,"Junior Research Fellow (PhD), MSc Food and Nutrition , BSc (Hons) Food and Nutrition , Cer...read more",₹ 500,₹ 200,Eat HEALTHY,Kolkata,,5:00 PM,7:00 AM,Kolkata,
146,146,Saurav Kumar Paul,General+Physician,10,"M Sc Food Science and Nutrition, Certified Diabetes Educator",,₹ 500,Nakuleswar Medicine Shop,Dum Dum Road,,,,Kolkata,
147,147,Dr. Rahul Mishra,General+Physician,31,B.Sc - Dietitic,,₹ 350,Life Beyond Diets,Bangur Avenue,,11:30 AM,5:30 PM,Kolkata,
148,148,Dr. Suman Biswas Md Mbbs,General+Physician,50,MBBS,₹ 500,,A.D Center,Kalighat,,4:00 PM,7:00 PM,Kolkata,
149,149,Dr. Asok Kumar Das,General+Physician,12,MSC in Food Processing and Nutrition,,,,,,10:00 AM,7:00 PM,Kolkata,
150,150,Dr. Atul,Orthopedist,8,MBBS,₹ 500,₹ 100,Dr. Md Abdullah Asghar,Sinthee,,9:00 AM,11:00 AM,Kolkata,
151,151,Dr Deep Chakraborty,Orthopedist,30,"Diploma In Diabetology, Diploma In Cardiology",₹ 400,₹ 300,Doctors' Point,Dhakuria,Dressings of WoundsNext ,8:00 PM,10:00 PM,Kolkata,
152,152,Dr. Manoj Kumar Khemani,Orthopedist,8,"MBBS, MD (Gen. Med.), ISHF, FACP, FRSM, MRCP (UK)",,,,,"Sweating, Penis Pain, Kidney StonesNext ",10:00 AM,7:00 PM,Kolkata,
153,153,Dr. Bappaditya Sarkar,Orthopedist,6,"MD - Pharmacology, Diploma In Endocrinology",₹ 500,₹ 400,Loknath Doctors Chamber,Tollygunge,,8:30 PM,10:30 PM,Kolkata,
154,154,Dr. Sanjoy Biswas,Orthopedist,10,"MBBS , Post Graduation Diploma in Anaesthesiology , MD - Pharmacology",₹ 500,₹ 50,Medihut Pharmacy and Clinic,Garia,,5:00 PM,9:00 PM,Kolkata,
155,155,Dr. Jyoti Prakash,Orthopedist,11,"MBBS Bachelor of Medicine and Bachelor of Surgery, Housemanship in Medicine, Housemanship ...read more",₹ 400,₹ 400,,,,12:00 PM,4:00 PM,Kolkata,
156,156,Dr. Sudipta Bandyopadhyay,Orthopedist,32,MBBS,₹ 300,₹ 350,S S Clinic,Kasba,,7:30 PM,8:30 PM,Kolkata,
157,157,Dr. Aswini Pathak,Orthopedist,12,"MBBS, MD - General Medicine, DM - Nephrology",₹ 500,₹ 300,Suraksha Kharda (On Call),Khardah,,7:00 PM,9:00 PM,Kolkata,
158,158,Dr. Prof. Arunangshu Bhatacharyya,Orthopedist,37,"Master of Hospital Administration, DTM&H, MBBS",₹ 200,,Polestar Medicine Shop & Home,Rajarhat,FluNext ,9:00 AM,6:00 PM,Kolkata,
159,159,Dr. Shumayou,Orthopedist,40,"MBBS, PG Diploma in Hospital Management & Hospital Administration (PGDH&HM), M Phil",₹ 300,,Dr Chowdhury's Chamber,Mukundapur,,9:00 AM,9:00 PM,Kolkata,
160,160,Dr. Siddhartha Gupta,Orthopedist,8,MBBS,₹ 150,₹ 99,Wellness centre,Kolkata,,7:00 AM,11:00 PM,Kolkata,
161,161,Dr. Anindya Dutt,Orthopedist,12,"MBBS, MD , European Society for Medical Oncology certification",₹ 900,₹ 100,The Calcutta Medical Research Institute,Taratala,,3:00 PM,5:00 PM,Kolkata,
162,162,Dr. Debasish Naskar,Orthopedist,30,"MEM , Diploma In Geriatric, MBBS",₹ 300,₹ 400,Goma Bali Bajaj Clinic,Alipore,"Sugar, Diabetes, Body WeaknessNext ",7:00 AM,7:00 AM,Kolkata,
163,163,Dr. Ranjit Kumar Dutta,Orthopedist,4,MD,₹ 250,₹ 300,,,,,,Kolkata,
164,164,Dr. Tanmoy Karmakar,Orthopedist,12,"MD, MBBS",₹ 500,₹ 500,Spandan Hospital,Mukundapur,,8:00 PM,7:00 AM,Kolkata,
165,165,Dr. Susmit Naskar,Orthopedist,44,MBBS,₹ 200,,Dr. Debasish Clinic,Shobhabazar,,5:30 PM,8:30 PM,Kolkata,
166,166,Dr. Abhilash Sarkar,Orthopedist,18,"MBBS, DPH, MD",₹ 300,,DR.SUKANTA DAS.MD.,Hridaypur,"Chickenpox, Chickenpox Treatment  , Allopathic Treatment",8:30 AM,9:30 AM,Kolkata,
167,167,Dr. Samrat Sen,Orthopedist,4,"MBBS, Fellowship in Emergency Medicine (FEM), Advanced Cardiac Life Support ( ACLS ), Basi...read more",₹ 800,₹ 300,J D Clinic,Lake Gardens,,11:00 AM,12:00 PM,Kolkata,
168,168,Dr. Surya Udai Singh,Orthopedist,10,MBBS,₹ 400,₹ 150,Sanjeevani The Doctor's Clinic,Kolkata,,4:00 PM,5:00 PM,Kolkata,
169,169,Mr. Debasis Jana(pt),Orthopedist,,,₹ 400,₹ 400,DR. JYOTI BISWAS CLINIC,Barasat,,9:00 AM,5:00 PM,Kolkata,
170,170,Dr. Anindansu Basu,Orthopedist,7,Mbbs,₹ 650,₹ 300,Dr S M Ali,Kolkata,,10:45 AM,12:45 PM,Kolkata,
171,171,Dr. Saubhik Das,Orthopedist,18,"MD - General Medicine, MBBS",₹ 300,,Suraksha Clinic,New Market,,5:00 PM,6:00 PM,Kolkata,
172,172,Dr. Sayantan Makur,Orthopedist,5,"MBBS, DNB (General Medicine) pgt",₹ 200,₹ 200,Dr. Mahmudul Haq's Clinic,Birati,,10:00 AM,1:00 PM,Kolkata,
173,173,Dr. Arindam Mukherjee,Orthopedist,42,MBBS,₹ 150,,Dr. Zafar Medicine Centre,Kolkata,,10:30 AM,1:00 PM,Kolkata,
174,174,Dr. Binay Ranjan Ray,Orthopedist,,"MD - Internal Medicine, MBBS,MD(medicine)",₹ 40,₹ 250,,,,,,Kolkata,
175,175,Dr. Pratik Agarwal,Orthopedist,28,"M.D. ( General Medicine ), MBBS",,₹ 250,New life,Brahmapur,,7:00 PM,9:00 PM,Kolkata,
176,176,Dr. Kanchan Bhattacharya,Orthopedist,7,"MBBS, DCH",₹ 200,₹ 300,Horizon Lifeline PVT LTD,Hazra,,,,Kolkata,
177,177,Dr. Abdul Naim Ostagar,Orthopedist,32,"MD - Anaesthesiology, Fellow  of Pain  Medicine",,,,,,5:00 PM,8:00 PM,Kolkata,
178,178,Dr. Souvik Paul,Orthopedist,11,"Mbbs, MD - Diabetology, CCEBDM(DIABETOLOGY), D.Card(PGDCC), Post Graduate Diploma in Endocrinology",₹ 500,₹ 400,Sengupta Speciality Clinic,Barisha,,7:00 PM,8:30 PM,Kolkata,
179,179,Dr. S. R. Kamath,Orthopedist,33,"MBBS, Postgraduate Diploma Clinical Cardiology (PGDCC)",₹ 600,₹ 300,Dr Bhaskar Banik Clinic,Salt Lake,,6:00 PM,7:00 PM,Kolkata,
180,180,Dr. Saem Ishtiaque,Orthopedist,43,"West Bengal Medical Council, Calcutta Medical College",₹ 500,₹ 300,Partha Sarathi Sengupta,Kalighat,,4:00 PM,7:30 PM,Kolkata,
181,181,Dr. Akram Jami,Orthopedist,,,,,,,,9:00 AM,4:30 PM,Kolkata,
182,182,Dr. Sourav Ghosh,Orthopedist,22,"MD - General Medicine, MBBS",₹ 400,₹ 150,Prasad Clinic/ Dr.Banerjee's Clinic,Paikpara,,6:00 PM,7:00 PM,Kolkata,
183,183,Dr. Humayun Ali Shah,Orthopedist,20,"MBBS, DTCD, MD",₹ 300,₹ 100,Sahid Khudiram Bose Hospital,BT Road,,7:00 AM,7:30 AM,Kolkata,
184,184,Dr. Atanu Chatterjee,Orthopedist,34,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - General Medicine, DNB (General Med...read more",,,,,,5:00 PM,7:00 PM,Kolkata,
185,185,Dr. Bishal Bhagat,Orthopedist,13,"MBBS, DNB, pg certificate in diabetes management",,₹ 500,,,,9:30 AM,7:00 PM,Kolkata,
186,186,Dr. Arya Roy,Orthopedist,12,"MBBS, MD, CCEBDM(DIABETOLOGY), Cerificate in Critical Care Medicine, Certificate in Pain M...read more",₹ 300,₹ 300,Dr Shibsankar Pal Clinic,Belgharia,,11:00 AM,1:00 PM,Kolkata,
187,187,Dr. Aswin Chowdhary,Orthopedist,4,MD,,₹ 300,,,,,,Kolkata,
188,188,Dr. Arunava Lala,Orthopedist,27,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD",₹ 300,₹ 400,Spandan Health Care,Kolkata,,12:15 PM,4:30 PM,Kolkata,
189,189,Dr. Suhas Ranjan Bala,Orthopedist,30,"MBBS, MBA (Healthcare)",₹ 600,₹ 200,Pascific Oncology Multispecialty Polyclinic,Kolkata,,10:00 AM,5:00 PM,Kolkata,
190,190,Dr. Sanjay Bhattacharyya,Orthopedist,3,MBBS,₹ 200,₹ 300,2A Royd Street,Sealdah North,,10:00 AM,2:00 PM,Kolkata,
191,191,Dr. Amitava Narayan Mukherjee,Orthopedist,,,,₹ 200,Dr Mahesh Maskara's Chamber,Kolkata,,11:30 AM,1:00 PM,Kolkata,
192,192,Dr. Malay Kumar Mandal,Orthopedist,3,MBBS,₹ 300,₹ 161,,,,,,Kolkata,
193,193,Dr. Soumya Paik,Orthopedist,55,MBBS,₹ 400,,Dr. D.K.Sadhu,Golpark,,11:00 AM,12:30 PM,Kolkata,
194,194,Amrish Kumar Jha,Orthopedist,,,₹ 330,₹ 50,J N Ray Hospital,Kolkata,,3:00 PM,5:00 PM,Kolkata,
195,195,Nawaz Sharif,Orthopedist,36,"MBBS, MD - Medicine",₹ 550,,Fortis Hospital,Kankurgachi,,10:00 AM,2:30 PM,Kolkata,
196,196,Dr. Kaushik Chanda,Orthopedist,5,MBBS,₹ 250,₹ 150,Prativa Moyee Shaw Apartment,Shyambazar,,9:00 AM,8:00 PM,Kolkata,
197,197,Dr. Ronen Roy,Orthopedist,8,MBBS,₹ 500,₹ 95,Bellevue Clinic,Minto Park,,7:55 PM,7:55 PM,Kolkata,
198,198,Dr. Suresh Kumar Kejriwal,Orthopedist,8,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - General Medicine",₹ 400,₹ 200,Personal Home,Garia,,7:00 AM,7:00 PM,Kolkata,
199,199,Dr. Sanjib Sengupta,Orthopedist,47,"MBBS, DGO",₹ 200,₹ 400,Health Clinic,Naktala,,11:00 AM,1:00 PM,Kolkata,
200,200,Dr. Soumalya Golder,Homeopathy,,,,,,,,5:00 PM,8:00 PM,Kolkata,
201,201,Dr. Archana Agarwal,Homeopathy,15,"MBBS, MS",₹ 500,,Dr. Deep Chakraborty's Clinic,New Town Action Area 1,,10:00 AM,7:00 PM,Kolkata,
202,202,Dr. Subhajit Banerjee,Homeopathy,22,"MCh Ortho, ATLS (AIIMS), Diploma In Orthopaedics (D. Ortho), MBBS, MS - Orthopaedics, Fell...read more",₹ 700,,Healing Touch Clinic,Bangur Avenue,"Back Pain, Knee Pain, Leg PainNext ",12:00 PM,2:00 PM,Kolkata,
203,203,Dr. Snigdhodip Saha,Homeopathy,23,"MBBS, D.ORTHO, MS, Fellowship in Minimally Invasive Surgery, Fellowship in Orthopaedic Tra...read more",₹ 950,₹ 600,Apollo Clinic,Kolkata,,3:00 PM,5:00 PM,Kolkata,
204,204,Dr. Subhajit Das,Homeopathy,17,"MS - Orthopaedics, SPINE FELLOWSHIP, MINIMALLY INVASIVE SPINE FELLOWSHIP, MBBS, CO",,,,,,11:00 AM,4:00 PM,Kolkata,
205,205,Dr. Amal Krishna Mandal,Homeopathy,15,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics",₹ 400,₹ 500,Lakhotia Medical Centre,Howrah,,10:00 AM,12:00 PM,Kolkata,
206,206,Dr. A Amin Homeopath,Homeopathy,24,MS - Orthopaedics,,₹ 500,Fortis Hospital,Anandpur,,2:00 PM,5:00 PM,Kolkata,
207,207,Dr. Subhendu Chakraborty,Homeopathy,53,MBBS,₹ 500,₹ 500,Nightingle Hospital,,,10:00 AM,12:00 PM,Kolkata,
208,208,Dr. Anutosh Chakraborty,Homeopathy,29,"MBBS, MS - Orthopaedics",₹ 800,₹ 400,AMRI Hospitals,Salt Lake,,6:00 PM,8:00 PM,Kolkata,
209,209,Dr. Sudeshna Saha,Homeopathy,15,"Fellowship in Minimal Access Surgery, F. ASSI (Spine Surgery), MS - Orthopaedics, MBBS",₹ 800,,Dr. Dutta's Neck & Spine Clinic,Ballygunge,"Knee Pain, Ankle Injury Treatment, Lumbar DiscNext ",4:00 PM,7:00 PM,Kolkata,
210,210,Dr. Esha Chandak,Homeopathy,28,"MS Orth , MBBS , Diploma in Orthopedics, FCPS - Orthopedic, Senior Resident Spine unit & T...read more",₹ 800,,Peerless Hospital City Diagnostic Centre,Kolkata,,10:00 AM,12:00 PM,Kolkata,
211,211,Dr. Shilaj Dutta,Homeopathy,12,"DNB, Fellowship in Joint Replacement",₹ 300,₹ 200,DR ANINDYA DUTT CLINIC,Kolkata,,6:00 PM,8:00 PM,Kolkata,
212,212,Dr. Chandra Bhusan Mishra,Homeopathy,15,"MBBS, MS - Orthopaedics",₹ 400,₹ 400,Bone & Fracture Care,Kolkata,,9:00 AM,6:00 PM,Kolkata,
213,213,Dr. Irshad Ali Barkaati,Homeopathy,33,"M.S (ortho), Diploma in Sports Medicine",₹ 600,₹ 300,Orthopaedic Clinic,Santoshpur Avenue,,7:00 PM,9:00 PM,Kolkata,
214,214,Dr. Subir Saha,Homeopathy,13,"MBBS, MS - Orthopaedics",₹ 500,,AMRI Hospitals - Salt Lake,Bidhan Nagar,,10:00 AM,12:00 PM,Kolkata,
215,215,Dr. Suman Agarwal,Homeopathy,12,"MS - Orthopaedics, Fellow in Spine Surgery, Fellow Spine Surgery (USA)( observer), MIS spine fellow",₹ 800,,advance spine care  and wellness centre,Kolkata,,5:00 PM,7:30 PM,Kolkata,
216,216,Dr. Faruque Ahmed,Homeopathy,13,"MBBS, MS - Orthopaedics",₹ 500,₹ 500,Lokenath Polyclinic,Tollygunge,,5:00 PM,6:00 PM,Kolkata,
217,217,Dr. Rakesh Kumar Rai,Homeopathy,17,"MBBS, MS-Orthopaedics, MCh-Orth (UK)",₹ 600,₹ 600,Dr.Samrat Sen,Salt Lake,,10:00 AM,8:00 PM,Kolkata,
218,218,Dr. Subrata Chatterjee,Homeopathy,23,"MS - Orthopaedics, MBBS",₹ 800,,Rabindranath Tagore International Institute of Cardiac Sciences,Mukundapur,"Joint Replacement, ACL Reconstruction, ArthritisNext ",10:00 AM,4:00 PM,Kolkata,
219,219,Dr. Chinmoy Mahato,Homeopathy,14,MPT,₹ 200,₹ 250,AVA MEDICAL,Santoshpur,,,,Kolkata,
220,220,Dr. Dipayan Das,Homeopathy,21,"MBBS Bachelor of Medicine and Bachelor of Surgery, Diploma In Orthopaedics (D. Ortho), MS ...read more",,₹ 800,Fortis Hospital - Anandapur,Kolkata,,5:00 PM,7:00 PM,Kolkata,
221,221,Dr. Prof. Sabyasachi Biswas Hmo,Homeopathy,14,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics, Senior Resident Orth...read more",₹ 450,₹ 150,Apollo Clinic,Kolkata,,8:00 AM,8:00 PM,Kolkata,
222,222,Dr. Arghya Majumder,Homeopathy,7,"MBBS, MS",₹ 500,₹ 200,Forum Doctors Chamber,Paikpara,,7:00 AM,11:00 PM,Kolkata,
223,223,Ishita Banik,Homeopathy,16,"MS - Orthopaedics, Fellowship in arthroscopy & sports medicine, FELLOWSHIP OF JOINT REPLAC...read more",₹ 500,₹ 400,Parijat Doctor Chamber,Madhyamgram,,3:00 PM,5:30 PM,Kolkata,
224,224,Dr. R.K. Singh,Homeopathy,32,"Diploma in Orthopaedics, MD",₹ 500,,Pain & Palliative Clinic,Kolkata,,9:00 AM,9:00 PM,Kolkata,
225,225,Dr. Samit Ghosh,Homeopathy,12,"MS - Orthopaedics, MBBS Bachelor of Medicine and Bachelor of Surgery, Fellowship in Arthroscopy",₹ 800,₹ 600,RB Diagnostic,Salt Lake,,12:00 PM,1:00 PM,Kolkata,
226,226,Dr. Sanjib Kumar Gupta,Homeopathy,44,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics",₹ 700,,Sethi Diagnostic,Behala,,9:00 AM,12:00 PM,Kolkata,
227,227,Dr. Prof. Asok Kumar Das,Homeopathy,10,MS - Orthopaedics,₹ 500,,AMRI Hospital Mukundapur,Mukundapur,,9:00 AM,5:00 PM,Kolkata,
228,228,Dr. Subhrasankha Das,Homeopathy,10,"MBBS Bachelor of Medicine and Bachelor of Surgery, DNB Orthopaedics , MS - Orthopaedics, M...read more",,₹ 500,AMRI MUKUNDAPUR,Kolkata,,,,Kolkata,
229,229,Dr. Asish Sasmal,Homeopathy,,,₹ 500,,Sri Aravindo Sevakendra,Jodhpur Park,,2:00 PM,6:00 PM,Kolkata,
230,230,Dr. Pradip Kumar Ghosh,Homeopathy,,,₹ 400,₹ 400,Ortho First Clinic,Karaya Road,,7:00 PM,9:30 PM,Kolkata,
231,231,Dr. Parna Roy,Homeopathy,10,"Diploma In Orthopaedics (D. Ortho), , MD - Pharmacology",₹ 200,₹ 50,Garden Reach Superspciality Hospital,Garden Reach,,1:00 PM,8:00 PM,Kolkata,
232,232,Dr. Samiul Ansary,Homeopathy,5,"MS - Orthopaedics, DNB (Orthopedics), Assistant Professor",₹ 500,₹ 300,Ramkrishna Medicare,Sodepur,,10:00 AM,11:00 AM,Kolkata,
233,233,Dr. Pallab Haldar,Homeopathy,35,"MBBS, MS - General Surgery, M.Ch - Orthopaedics",₹ 800,,Apex Orthopedic Centre,Baguihati,,12:30 PM,5:00 PM,Kolkata,
234,234,Dr. Preeti Jaiswal,Homeopathy,7,"Member of National Academy of Medical Sciences (MNAMS) , Fellowship in Spine Surgery (SSWB)",₹ 600,,Apollo Clinic,Lansdown Road,,4:00 PM,5:00 PM,Kolkata,
235,235,Dr. Rupak Bhattacharjee,Homeopathy,25,"MBBS, MS - Orthopaedics, DNB (Orthopedics)",₹ 700,₹ 500,MM Medical Centre,Rash Behari Avenue,,6:00 PM,8:00 PM,Kolkata,
236,236,Dr. Ratna Pal,Homeopathy,17,"MD - Physician, DNB - Orthopedic",₹ 700,₹ 250,Apollo Clinic - Physiotherapy,New Town,,7:00 AM,8:00 PM,Kolkata,
237,237,Dr. Atanu Kumar Maitra,Homeopathy,25,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",₹ 990,,Fortis Hospital,Anandpur,,10:00 AM,12:00 PM,Kolkata,
238,238,P. Banerji's Advanced Homeopathic Centre (Paramesh Banerji Group),Homeopathy,19,"MBBS, MS - Orthopaedics",₹ 800,,AMRI Hospitals,Kolkata,,11:00 AM,12:00 PM,Kolkata,
239,239,Dr. Prasun Biswas,Homeopathy,36,MS - Orthopaedics,,₹ 500,Bhagirathi Neotia Women And Child Care Centre,Kolkata Airport,,,,Kolkata,
240,240,Dr. Srijeet Adhikary,Homeopathy,35,"MBBS, MCh Ortho",₹ 700,,Mandeville Clinic,Mandeville Gardens,,6:00 PM,8:00 PM,Kolkata,
241,241,Dr. Indrani Munsi,Homeopathy,38,"MBBS, MS - Orthopaedics, MSc - Ortho, Diploma in Orthopaedics",₹ 500,,Orthopaedic & Joint Replacement Welfare Clinic,Rajarhat Road,,10:00 AM,5:00 PM,Kolkata,
242,242,Dr. Qaisar Raza,Homeopathy,31,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",,,,,,5:00 PM,6:30 PM,Kolkata,
243,243,Dr. Dipanjana Baidya,Homeopathy,24,MBBS,₹ 900,,Kids Orthopedic,Kolkata,,2:00 PM,4:00 PM,Kolkata,
244,244,Dr. Argha Chatterjee,Homeopathy,14,"MS (Ortho), MCh (Ortho), Fellowship in Arthroscopy & Arthroplasty Shoulder & Knee, Fellows...read more",₹ 600,₹ 600,Niramaya Jha's Superspeciality Centre,Kolkata,,7:00 AM,10:00 PM,Kolkata,
245,245,Dr. Somnath Paul,Homeopathy,,,₹ 400,₹ 300,Royal Clinic,Kolkata,,7:00 PM,8:00 PM,Kolkata,
246,246,Dr. Chandraprovo Dutta,Homeopathy,,,₹ 700,₹ 400,Procare-Wellness & Lifestyle Centre,Kolkata,,12:00 PM,2:00 PM,Kolkata,
247,247,Debasish Chakraborty,Homeopathy,27,"MBBS, Fellowship of the Royal College of Surgeons (FRCS)",,,,,,9:30 AM,12:00 PM,Kolkata,
248,248,Dr. Subtata Dutta,Homeopathy,22,"MBBS, MS - Orthopaedics",₹ 500,,Dr. Suresh's Orthopedic Centre,Mall Road,,10:00 AM,1:00 PM,Kolkata,
249,249,Dr. Mani Sankar Maiti,Homeopathy,32,"MBBS, Diploma In Orthopaedics (D. Ortho), FRCS (edinburgh)Dr Sanjib Sengupta Clinic  , KolkataSee all timing",,,,,,,,Kolkata,
250,0,Dr. Amruta Kakade Tamhankar,Dentist,21,BDS,₹ 500,₹ 500,,,Teeth WhiteningNext ,4:00 PM,8:30 PM,Pune,
251,1,Dr. Sourabh Sunil Sanghavi,Dentist,11,BDS,₹ 200,₹ 200,Dr. Sanghavi's Smile32 Dental Clinic- Pune,Sadashiv peth,,9:00 AM,11:30 AM,Pune,
252,2,Dr. Pratiksha Agrawal,Dentist,17,BDS,₹ 200,₹ 300,Impressions Dental Care,Tingre Nagar,"Ceramic Crowns And Bridges Fixing, Crowns And Bridges, Ceramic Crowns and Bridges",11:00 AM,1:00 PM,Pune,
253,3,Dr. Kushal Bhandari,Dentist,14,"Certified Implantologist, Advanced Aesthetics",₹ 300,₹ 150,Pearl Dental Care,Satara Road,"Teeth Cleaning, Dental Care, Implants",9:30 AM,1:30 PM,Pune,
254,4,Dr. Swapnil Patil,Dentist,17,BDS,₹ 300,₹ 100,Cosmetic Dental Implant Center,Wakad,,10:00 AM,9:00 PM,Pune,
255,5,Dr. Darshan Parikh,Dentist,20,"BDS, Basic Life Support (B.L.S)",,₹ 300,Vimal Dental Clinic,Camp,"Toothache, Root canal, Bad BreathNext ",9:00 AM,1:00 PM,Pune,
256,6,Dr. Priyam Aditya,Dentist,18,"MDS Prosthodontics, BDS",₹ 200,₹ 400,Aditya's Dental Privilege,Baner,,5:00 PM,9:00 PM,Pune,
257,7,Dr. Junaid Shah,Dentist,20,BDS,₹ 500,₹ 100,LIMRA Dental Clinic,Pune,Root canalNext ,10:00 AM,10:00 PM,Pune,
258,8,Dr. Chinmay Gokhale,Dentist,17,"BDS, MDS - Oral & Maxillofacial Surgery",₹ 300,₹ 300,Gokhale Dental Clinic,Sinhagad,"Tooth Extraction, Wisdom Tooth Removal, Teeth CleaningNext ",9:00 AM,1:00 PM,Pune,
259,9,Dr. Ratnika Agarwal,Dentist,13,"BDS, Certificate in Cosmetic Dentistry, Certified in Orthodontics, Certification in Prosth...read more",₹ 300,₹ 50,Dr Ratnika's - Smile Up Dental Clinic & Implant Center,Kharadi,"Teeth Cleaning (Scaling), Teeth Cleaning, Teeth Straightening",9:00 AM,9:30 PM,Pune,
260,10,Dr. Sameer Bhandari,Dentist,28,BDS,₹ 200,,Bhandari Dental Clinic,Pune,,10:00 AM,6:00 PM,Pune,
261,11,"Dr. Rahul Kathariya M.D.S, Ph.D.",Dentist,18,"BDS, MDS - Periodontics, Ph.D.",₹ 300,₹ 300,Dental Galaxy,Bajirao road,"Bleeding Gums Treatment, Bleeding Gums, Dentures",11:30 AM,4:00 PM,Pune,
262,12,Dr. Rahul Lodaya,Dentist,19,MDS,₹ 300,,Smile Bay Dental Care,Rahatani,Ceramic CrownsNext ,7:00 AM,7:00 AM,Pune,
263,13,Dr. Amit Meshram,Dentist,18,"BDS, MPH",₹ 200,,Dr.Amit's Dental Clinic,Pimpri,,10:00 AM,7:00 PM,Pune,
264,14,Dr. Mandar Joglekar,Dentist,26,BDS,₹ 200,₹ 150,Joglekars' Dental Solutions,Pune,"Dental Extractions, ExtractionsNext ",6:00 PM,6:30 PM,Pune,
265,15,Dr. Ashish Ingale,Dentist,13,BDS,₹ 300,,32pearls dental spa and implant center,Pashan,"Advanced Surgery In Implantology, Acrylic Partial Denture, ImplantologyNext ",12:00 PM,8:00 PM,Pune,
266,16,Dr. Sangeetha Choudhary,Dentist,15,"BDS, D.pharm",₹ 100,₹ 50,Wellness dental and cosmetic clinic,Pune,,7:00 AM,11:00 PM,Pune,
267,17,Dr. Puja Bansal,Dentist,25,"BDS, CDE Endo-Prostho, CDE - Cast Partial & Complete Dentures",₹ 300,₹ 999,Prudent International Health Clinic,Kalyani Nagar,"Stained Teeth, Cavities, Teeth CleaningNext ",10:00 AM,12:30 PM,Pune,
268,18,Dr. Gitesh Kothari,Dentist,26,BDS,₹ 200,,Anand Dental Care,Viman Nagar,,1:00 PM,3:30 PM,Pune,
269,19,Dr. Pooja Dubey,Dentist,17,"BDS, PGDEMS",₹ 300,,Omkar Dental Clinic,Wakad,"Teeth Cleaning, Tooth Extraction, Bleeding Gums",10:00 AM,1:00 PM,Pune,
270,20,Dr. Milind Darda Mds,Dentist,25,"BDS (Implantologist), MDS - Orthodontics",₹ 100,₹ 100,32 Smiles,J M Road,,9:00 AM,8:30 PM,Pune,
271,21,Dr. Bhushan Phalak,Dentist,17,BDS,₹ 200,,Dr Phalak's D'Sign Dental Clinic,Bavdhan,,6:00 PM,8:30 PM,Pune,
272,22,Dr. Chetan Oswal,Dentist,17,BDS,₹ 100,₹ 100,Sanghvi Dental Care,Talegaon,Root canal,9:30 AM,1:30 PM,Pune,
